第零層,id,第一層,id,第二層,id,法規名稱,id,英文版,廢止
,,,,,,華僑及外國人投資證券管理辦法,G0400011,,
,,,,,,會計師法,G0400067,,
,,,,,,會計師查核簽證財務報表規則（91.11.08訂定）,G0400068,,
,,,,,,會計師辦理公開發行公司財務報告查核簽證核准準則,G0400013,,
,,,,,,會計師職前訓練及持續專業進修辦法,G0400145,,
,,,,,,會計師懲戒委員會與懲戒覆審委員會學者及公正人士委員遴聘辦法,G0400141,,
,,,,,,境外基金管理辦法,G0400122,,
,,,,,,槓桿交易商管理規則,G0400151,,
,,,,,,臺灣地區與大陸地區證券期貨業務往來及投資許可管理辦法,Q0040005,,
,,,,,,臺灣地區證券及期貨機構在香港澳門設立分支機構子公司許可辦法,G0400015,,
,,,,,,請領會計師證書與申請執業登記規則,G0400142,,
,,,,,,檢舉違法使用公開發行公司股東會委託書案件獎勵辦法,G0400128,,
,,,,,,櫃檯買賣事業管理規則,G0400134,,
,,,,,,證券交易所非股東董事監察人及非會員董事監事選任標準及辦法,G0400146,,
,,,,,,證券交易所管理規則,G0400007,,
,,,,,,證券交易法,G0400001,,
,,,,,,證券交易法施行細則,G0400002,,
,,,,,,證券交易法第一百五十七條之一第五項及第六項重大消息範圍及其公開方式管理辦法,G0400129,,
,,,,,,證券投資人及期貨交易人保護法,G0400038,,
,,,,,,證券投資人及期貨交易人保護基金償付作業辦法,G0400054,,
,,,,,,證券投資人及期貨交易人保護機構管理規則,G0400053,,
,,,,,,證券投資人及期貨交易人保護機構調處委員會組織及調處辦法,G0400055,,
,,,,,,證券投資信託及顧問事業互相兼營與兼營他事業或由他事業兼營之利益衝突防範辦法,G0400124,,
,,,,,,證券投資信託及顧問法,G0400121,,
,,,,,,證券投資信託事業私募證券投資信託基金投資說明書應行記載事項準則,G0400093,,
,,,,,,證券投資信託事業負責人與業務人員管理規則,G0400097,,
,,,,,,證券投資信託事業設置標準,G0400095,,
,,,,,,證券投資信託事業募集證券投資信託基金公開說明書應行記載事項準則,G0400091,,
,,,,,,證券投資信託事業募集證券投資信託基金處理準則,G0400076,,
,,,,,,證券投資信託事業管理規則（93.10.30 訂定）,G0400078,,
,,,,,,證券投資信託事業證券投資顧問事業經營全權委託投資業務管理辦法,G0400084,,
,,,,,,證券投資信託基金受益人會議準則,G0400094,,
,,,,,,證券投資信託基金管理辦法（93.10.30 訂定）,G0400082,,
,,,,,,證券投資信託暨顧問商業同業公會非會員理事及監事遴選辦法,G0400096,,
,,,,,,證券投資信託暨顧問商業同業公會管理規則,G0400080,,
,,,,,,證券投資顧問事業負責人與業務人員管理規則,G0400081,,
,,,,,,證券投資顧問事業設置標準,G0400092,,
,,,,,,證券投資顧問事業管理規則（93.10.30 訂定）,G0400077,,
,,,,,,證券承銷商取得包銷有價證券出售辦法,G0400036,,
,,,,,,證券金融事業管理規則,G0400005,,
,,,,,,證券商同業公會業務管理規則,G0400074,,
,,,,,,證券商受託買賣外國有價證券管理規則,G0400025,,
,,,,,,證券商負責人與業務人員管理規則,G0400020,,
,,,,,,證券商財務報告編製準則,G0400026,,
,,,,,,證券商設置標準,G0400021,,
,,,,,,證券商經營期貨交易輔助業務管理規則,G0400110,,
,,,,,,證券商管理規則,G0400072,,
,,,,,,證券商辦理有價證券借貸管理辦法,G0400135,,
,,,,,,證券商辦理有價證券買賣融資融券管理辦法,G0400024,,
,,,,,,證券商辦理客戶委託保管及運用其款項管理辦法,G0400140,,
,,,,,,證券商辦理證券業務借貸款項管理辦法,G0400132,,
,,,,,,證券商營業處所買賣有價證券管理辦法,G0400071,,
,,,,,,證券期貨控股事業管理規則,G0400133,,
,,,,,,證券發行人財務報告編製準則（採國際財務報導準則版本）,G0400050,,
,,,,,,證券集中保管事業管理規則,G0400098,,
,,,,,,證券業暨期貨業個人資料檔案安全維護計畫標準,G0400041,,
,,,,,,證券業暨期貨業接受個人資料查詢閱覽製給複製本之程序及收費標準辦法,G0400035,,
,,,,,,證券經紀商受託買賣有價證券製作委託書買賣報告書及對帳單應行記載事項準則,G0400008,,
,,,,,,證券暨期貨市場各服務事業建立內部控制制度處理準則,G0400048,,
,,,,,,關係企業合併營業報告書關係企業合併財務報表及關係報告書編製準則,G0400052,,
,,,,保險目,4018009,,,,
,,,,,,人身保險及財產保險安定基金計提標準,G0390090,,
,,,,,,人身保險業辦理資訊公開管理辦法,G0390049,,
,,,,,,外國保險業設立許可及管理辦法,G0390018,,
,,,,,,同一人或同一關係人持有同一保險公司已發行有表決權股份總數超過一定比率管理辦法,G0390087,,
,,,,,,住宅地震保險危險分散機制實施辦法,G0390041,,
,,,,,,投資型保險投資管理辦法,G0390048,,
,,,,,,金融保險業募集設立公開說明書應行記載事項準則,G0400028,,
,,,,,,金融業特別準備金運用管理辦法,G0390086,,
,,,,,,保險公證人管理規則,G0390069,,
,,,,,,保險代理人公司保險經紀人公司內部控制稽核制度及招攬處理制度實施辦法,G0390089,,
,,,,,,保險代理人保險經紀人保險公證人繳存保證金及投保相關保險辦法,G0390088,,
,,,,,,保險代理人管理規則,G0390005,,
,,,,,,保險法,G0390002,,
,,,,,,保險法施行細則,G0390003,,
,,,,,,保險商品銷售前程序作業準則,G0390044,,
,,,,,,保險商業同業公會管理規則,G0390077,,
,,,,,,保險業內部控制及稽核制度實施辦法,G0390052,,
,,,,,,保險業申請投資保險相關事業管理辦法,G0390072,,
,,,,,,保險業各種準備金提存辦法,G0390070,,
,,,,,,保險業利害關係人放款管理辦法,G0390055,,
,,,,,,保險業投資未上市未上櫃及私募有價證券管理辦法,G0390073,,
,,,,,,保險業招攬及核保理賠辦法,G0390042,,
,,,,,,保險業負責人應具備資格條件準則,G0390014,,
,,,,,,保險業個人資料檔案安全維護計畫標準,G0390027,,
,,,,,,保險業財務報告編製準則,G0390085,,
,,,,,,保險業務員管理規則,G0390016,,
,,,,,,保險業務發展基金管理委員會組織規程,G0300014,,
,,,,,,保險業從事衍生性金融商品交易管理辦法,G0390074,,
,,,,,,保險業接受個人資料查詢閱覽製給複製本之程序及收費標準,G0390026,,
,,,,,,保險業設立許可及管理辦法,G0390079,,
,,,,,,保險業設立遷移或裁撤分支機構管理辦法,G0390080,,
,,,,,,保險業經營保險金信託業務審核及管理辦法,G0390084,,
,,,,,,保險業經營強制汽車責任保險管理辦法,G0390065,,
,,,,,,保險業資本適足性管理辦法,G0390051,,
,,,,,,保險業資金辦理專案運用公共及社會福利事業投資管理辦法,G0390053,,
,,,,,,保險業資產評估及逾期放款催收款呆帳處理辦法,G0390043,,
,,,,,,保險業對同一人同一關係人或同一關係企業之放款及其他交易管理辦法,G0390075,,
,,,,,,保險業監管及接管辦法,G0390078,,
,,,,,,保險業與利害關係人從事放款以外之其他交易管理辦法,G0390076,,
,,,,,,保險業認許資產之標準及評價準則,G0390021,,
,,,,,,保險業辦理再保險分出分入及其他危險分散機制管理辦法,G0390082,,
,,,,,,保險業辦理國外投資管理辦法,G0390020,,
,,,,,,保險業簽證精算人員管理辦法,G0390045,,
,,,,,,保險經紀人管理規則,G0390068,,
,,,,,,財產保險業經營傷害保險及健康保險業務管理辦法,G0390083,,
,,,,,,財產保險業辦理資訊公開管理辦法,G0390050,,
,,,,,,財團法人住宅地震保險基金管理辦法,G0390040,,
,,,,,,財團法人汽車交通事故特別補償基金管理辦法,K0040049,,
,,,,,,財團法人保險安定基金組織及管理辦法,G0390054,,
,,,,,,專業再保險業財務業務管理辦法,G0390081,,
,,,,,,強制汽車責任保險各種準備金管理辦法,G0390064,,
,,,,,,強制汽車責任保險承保及理賠作業處理辦法,G0390062,,
,,,,,,強制汽車責任保險法,G0390060,,
,,,,,,強制汽車責任保險法施行細則,G0390061,,
,,,,,,強制汽車責任保險給付標準,G0390067,,
,,,,,,強制汽車責任保險會計處理及業務財務資料陳報辦法,G0390063,,
,,,,,,臺灣地區保險機構在香港澳門設立分支機構子公司許可辦法,G0390024,,
,,,,,,臺灣地區與大陸地區保險業務往來及投資許可管理辦法,G0390023,,
,,,,檢查目,4018007,,,,
,,,,,,金融監督管理委員會指定非公務機關個人資料檔案安全維護辦法,G0380233,,
,,,,,,財政部委託會計師查核金融機構辦法,G0380190,,
,,僑務委員會,,,,,,,
,,,,組織目,04020001,,,,
,,,,,,僑務委員會公務人員交代條例施行細則,E0040024,,
,,,,,,僑務委員會組織法,E0000005,,
,,,,,,僑務委員會處務規程,E0010011,,
,,,,綜合規劃目,04020002,,,,
,,,,,,僑務委員會專業獎章頒給辦法,E0040016,,
,,,,僑民權益目,04020003,,,,
,,,,,,華僑身分證明條例,E0040019,,
,,,,,,華僑身分證明條例施行細則,E0040020,,
,,,,,,僑務委員會委託受理華僑身分證明書申請作業規則,E0040021,,
,,,,,,僑務委員會核發華僑身分證明書規費收費標準,E0040023,,
,,,,僑民教育目,04020004,,,,
,,,,,,僑務委員會僑教志願服務獎勵辦法,E0040022,,
,,,,,,駐外使領館及駐外代表機構辦理華僑教育行政規則,E0040004,,
,,,,一般業務目,04020005,,,,
,,,,,,僑務委員會提供政府資訊收費標準,E0010022,,
,,國軍退除役官兵輔導委員會,,,,,,,
,,,,組織目,4021001,,,,
,,,,,,行政院國軍退除役官兵輔導委員會榮民工程事業管理處組織規程,F0000013,,
,,,,,,國軍退除役官兵輔導委員會各農場組織準則,F0150045,,
,,,,,,國軍退除役官兵輔導委員會各榮民服務處組織準則,F0150039,,
,,,,,,國軍退除役官兵輔導委員會各榮譽國民之家組織準則,F0150041,,
,,,,,,國軍退除役官兵輔導委員會退除役官兵職業訓練中心組織規程,F0150043,,
,,,,,,國軍退除役官兵輔導委員會組織法,F0000081,,
,,,,,,國軍退除役官兵輔導委員會榮民森林保育事業管理處組織規程,F0000010,,
,,,,,,國軍退除役官兵輔導委員會臺北勞務中心組織規程,F0150047,,
,,,,,,國軍退除役官兵輔導委員會龍崎工廠組織規程,F0150049,,
,,,,,,榮民工程股份有限公司組織規程,F0000035,,
,,,,,,榮民總醫院各分院組織準則,F0000073,,
,,,,,,榮民總醫院組織通則,F0000082,,
,,,,處務目,4021002,,,,
,,,,,,行政院國軍退除役官兵輔導委員會及附屬機構公務人員交代條例施行細則,F0150033,,
,,,,,,行政院國軍退除役官兵輔導委員會會屬事業機構移轉民營從業人員優先認購股份辦法,F0000034,,
,,,,,,行政院國軍退除役官兵輔導委員會農場管理經營辦法,F0010015,,
,,,,,,行政院國軍退除役官兵輔導委員會榮光專業獎章頒給辦法,F0150026,,
,,,,,,高雄榮民總醫院屏東分院辦事細則,F0010055,,
,,,,,,高雄榮民總醫院處務規程,F0150037,,
,,,,,,高雄榮民總醫院臺南分院辦事細則,F0150029,,
,,,,,,國軍退除役官兵安置基金收支保管及運用辦法,F0010022,,
,,,,,,國軍退除役官兵輔導委員會及所屬機構提供政府資訊收費標準,F0150022,,
,,,,,,國軍退除役官兵輔導委員會各農場辦事細則,F0150046,,
,,,,,,國軍退除役官兵輔導委員會各榮民服務處辦事細則,F0150040,,
,,,,,,國軍退除役官兵輔導委員會各榮譽國民之家辦事細則,F0150042,,
,,,,,,國軍退除役官兵輔導委員會所屬事業機構移轉民營從業人員權益補償辦法,F0000033,,
,,,,,,國軍退除役官兵輔導委員會退除役官兵職業訓練中心辦事細則,F0150044,,
,,,,,,國軍退除役官兵輔導委員會處務規程,F0150034,,
,,,,,,國軍退除役官兵輔導委員會臺北勞務中心辦事細則,F0150048,,
,,,,,,國軍退除役官兵輔導委員會龍崎工廠辦事細則,F0150050,,
,,,,,,榮民醫療作業基金收支保管及運用辦法,F0010028,,
,,,,,,臺中榮民總醫院埔里分院辦事細則,F0150028,,
,,,,,,臺中榮民總醫院處務規程,F0150036,,
,,,,,,臺中榮民總醫院嘉義分院辦事細則,F0010056,,
,,,,,,臺北榮民總醫院玉里分院辦事細則,F0150038,,
,,,,,,臺北榮民總醫院桃園分院辦事細則,F0150027,,
,,,,,,臺北榮民總醫院處務規程,F0150035,,
,,,,,,臺北榮民總醫院新竹分院辦事細則,F0150031,,
,,,,,,臺北榮民總醫院蘇澳分院辦事細則,F0010054,,
,,,,輔導管理目,4021003,,,,
,,,,,,退除役官兵死亡無人繼承遺產管理辦法,Q0060006,,
,,,,,,國軍退除役官兵支領退休俸贍養金或生活補助費人員使用自來水優待付費辦法,F0150023,,
,,,,,,國軍退除役官兵生活指導管理辦法,F0150003,,
,,,,,,國軍退除役官兵建築住宅租用公有土地減租優待辦法,F0150004,,
,,,,,,國軍退除役官兵輔導條例,F0150001,,
,,,,,,國軍退除役官兵輔導條例施行細則,F0150002,,
,,,,就養目,4021004,,,,
,,,,,,行政院國軍退除役官兵輔導委員會安養機構日間照顧規費收費標準,F0150024,,
,,,,,,行政院國軍退除役官兵輔導委員會榮譽國民之家自費養護規費收費標準,F0150032,,
,,,,,,國軍退除役官兵就養安置辦法,F0150015,,
,,,,,,國軍退除役官兵輔導委員會榮譽國民之家自費安養規費收費標準,F0150025,,
,,,,,,國軍退除役官兵輔導委員會榮譽國民之家資源共享服務照顧規費收費標準,F0150030,,
,,,,,,就養榮民赴大陸地區長期居住就養給付發給辦法,Q0060005,,
,,,,就學目,4021005,,,,
,,,,,,國軍退除役官兵就學補助及獎勵辦法,F0150018,,
,,,,,,國軍退除役官兵就學實施辦法,F0150016,,
,,,,就業目,4021006,,,,
,,,,,,各機關優先錄用退除役官兵實施辦法,F0150008,,
,,,,,,國軍退除役官兵申請管制限制之事業或營業執照暨承銷公營機構代銷品實施辦法,F0150010,,
,,,,,,國軍退除役官兵就業安置辦法,F0150007,,
,,,,就醫目,4021007,,,,
,,,,,,國軍退除役官兵就醫辦法,F0150014,,
,,原住民族委員會,,,,,,,
,,,,組織目,04022001,,,,
,,,,,,行政院原住民族委員會及所屬各機關公務人員交代條例施行細則,D0130025,,
,,,,,,行政院原住民族委員會文化園區管理局組織條例,D0000128,,
,,,,,,行政院原住民族委員會文化園區管理局辦事細則,D0010050,,
,,,,,,行政院原住民族委員會專業獎章頒給辦法,D0130005,,
,,,,,,行政院原住民族委員會組織條例,D0000123,,
,,,,,,原住民族委員會組織法,D0000172,,
,,,,,,原住民族委員會處務規程,D0010116,,
,,,,綜合規劃目,04022002,,,,
,,,,,,原住民民族別認定辦法,D0130015,,
,,,,,,原住民身分法,D0130001,,
,,,,,,原住民族基本法,D0130003,,
,,,,教育文化目,04022003,,,,
,,,,,,原住民族委員會民族教育審議委員會設置辦法,D0000126,,
,,,,,,原住民族教育師資修習原住民族文化及多元文化教育課程實施辦法,D0130028,,
,,,,,,原住民族語言能力認證辦法,D0130016,,
,,,,,,捐助財團法人原住民族文化事業基金會獎勵辦法,D0130024,,
,,,,,,財團法人原住民族文化事業基金會設置條例,D0130022,,
,,,,社會福利目,04022004,,,,
,,,,,,民間機構置社會工作人員補助辦法,D0130009,,
,,,,,,自由貿易港區事業僱用原住民獎勵辦法,D0130023,,
,,,,,,行政院原住民族委員會就業歧視及勞資糾紛法律扶助辦法,D0130010,,
,,,,,,原住民取得技術士證照獎勵辦法,D0130018,,
,,,,,,原住民族工作權保障法,D0130006,,
,,,,,,原住民族工作權保障法施行細則,D0130007,,
,,,,,,原住民族就業基金收支保管及運用辦法,D0130014,,
,,,,,,僱用、進用原住民績優機關（構）及廠商獎勵辦法,D0130011,,
,,,,經濟發展目,04022005,,,,
,,,,,,行政院原住民族委員會東埔活動中心收費標準,D0130019,,
,,,,,,原住民族傳統智慧創作保護條例,D0130021,,
,,,,,,原住民族綜合發展基金收支保管及運用辦法,D0130013,,
,,,,公共建設目,04022006,,,,
,,,,,,未產生經濟效益原住民保留地認定標準,D0130017,,
,,,,,,原住民保留地開發管理辦法,D0060026,,
,,,,,,原住民個人或團體經營原住民族地區溫泉輔導及獎勵辦法,D0130012,,
,,,,,,原住民族地區資源共同管理辦法,D0130020,,
,,,,土地管理目,04022007,NULL,,,
,,,,文化園區目,04022008,,,,
,,,,,,行政院原住民族委員會文化園區管理局門票及停車清潔費收費標準,D0130027,,
,,,,,,行政院原住民族委員會文化園區管理局場地設施使用規費收費標準,D0130026,,
,,客家委員會,,,,,,,
,,,,組織目,4023001,,,,
,,,,,,行政院客家委員會法規委員會組織規程,D0000122,,
,,,,,,行政院客家委員會組織條例,D0000129,,
,,,,,,行政院客家委員會臺灣客家文化中心籌備處暫行組織規程,D0000131,,
,,,,,,客家委員會及所屬機關公務人員交代條例施行細則,D0140011,,
,,,,,,客家委員會客家文化發展中心組織規程,D0140007,,
,,,,,,客家委員會客家文化發展中心辦事細則,D0140008,,
,,,,,,客家委員會組織法,D0000158,,
,,,,,,客家委員會處務規程,D0140006,,
,,,,客家事務目,4023002,,,,
,,,,,,六堆客家文化園區場地設施使用收費標準,D0140004,,
,,,,,,行政院客家委員會及所屬機關提供政府資訊收費標準,D0140002,,
,,,,,,客家委員會客家文化發展中心六堆客家文化園區會議場地設施及設備收費標準,D0140010,,
,,,,,,客家委員會客家文化發展中心苗栗客家文化園區場地設備使用規費收費標準,D0140009,,
,,,,,,客家委員會專業獎章頒給辦法,D0140001,,
,,,,,,客家基本法,D0140005,,
,,,,,,客語能力認證考試規費收費標準,D0140003,,
,,行政院主計總處,,,,,,,
,,,,組織目,4024001,,,,
,,,,,,主計機構人員設置管理條例,T0010003,,
,,,,,,主計機構人員設置管理條例施行細則,T0010004,,
,,,,,,行政院主計處法規委員會組織規程,T0010008,,
,,,,,,行政院主計處組織法,T0000001,,
,,,,,,行政院主計處處務規程,T0010001,,
,,,,,,行政院主計處電子處理資料中心組織條例,T0000002,,
,,,,,,行政院主計處電子處理資料中心辦事細則,T0010002,,
,,,,,,行政院主計總處組織法,T0000004,,
,,,,,,行政院主計總處處務規程,T0010010,,
,,,,歲計目,4024002,,,,
,,,,,,中央政府中程計畫預算編製辦法,T0020031,,
,,,,,,中央政府特種基金管理準則,T0020006,,
,,,,,,中央對各級地方政府重大天然災害救災經費處理辦法,T0020059,,
,,,,,,中央對直轄市及縣（市）政府補助辦法,G0320018,,
,,,,,,中華民國一百零一年度中央政府總預算附屬單位預算編製辦法,T0020064,,
,,,,,,中華民國一百零二年度中央政府總預算附屬單位預算編製辦法,T0020067,,
,,,,,,中華民國一百零三年度中央政府總預算附屬單位預算編製辦法,T0020068,,
,,,,,,中華民國一百零三年度中央政府總預算編製辦法,T0020069,,
,,,,,,中華民國一百零四年度中央政府總預算附屬單位預算編製辦法,T0020070,,
,,,,,,中華民國一百零四年度中央政府總預算編製辦法,T0020071,,
,,,,,,決算法,T0020005,,
,,,,,,預算法,T0020001,,
,,,,會計目,4024003,,,,
,,,,,,內部審核處理準則,T0030002,,
,,,,,,行政法人會計制度設置準則,T0030007,,
,,,,,,國營事業機關出售資產盈虧列帳辦法,T0030008,,
,,,,,,國營事業機關剔除及追收款項處理辦法,T0030009,,
,,,,,,會計法,T0030001,,
,,,,統計目,4024004,,,,
,,,,,,行政院主計總處提供統計資料及場地設備使用收費標準,T0050002,,
,,,,,,統計法,T0040001,,
,,,,,,統計法施行細則,T0040002,,
,,,,主計資訊目,4024005,NULL,,,
,,,,主計人事目,4024006,,,,
,,,,,,主計人員獎懲辦法,T0010006,,
,,,,,,主計機構編制訂定及人員任免遷調辦法,T0010005,,
,,,,,,行政院主計總處公務人員交代條例施行細則,T0010011,,
,,,,,,行政院主計總處專業獎章頒給辦法,T0010007,,
,,,,其他目,4024007,,,,
,,,,,,行政院主計總處提供政府資訊收費標準,T0010009,,
,,行政院人事行政總處,,,,,,,
,,,,組織目,4025001,,,,
,,,,,,行政院人事行政總處公務人力發展中心組織法,S0000024,,
,,,,,,行政院人事行政總處公務人力發展中心處務規程,S0010019,,
,,,,,,行政院人事行政總處及所屬機構公務人員交代條例施行細則,S0110044,,
,,,,,,行政院人事行政總處地方行政研習中心組織法,S0000025,,
,,,,,,行政院人事行政總處地方行政研習中心處務規程,S0010020,,
,,,,,,行政院人事行政總處組織法,S0000023,,
,,,,,,行政院人事行政總處處務規程,S0010018,,
,,,,綜合規劃目,4025002,,,,
,,,,,,行政法人法,A0010102,,
,,,,,,行政院人事行政局及所屬機關提供政府資訊收費標準,S0010015,,
,,,,,,行政院功能業務與組織調整暫行條例施行期間員工權益保障處理辦法,S0110043,,
,,,,,,政府機關（構）改制行政法人隨同移轉繼續任用人員人事管理辦法,S0020058,,
,,,,,,臺灣省政府功能業務與組織調整暫行條例施行期間員工權益處理辦法,A0040013,,
,,,,組編人力目,4025003,,,,
,,,,,,工友退職補償金發給辦法,S0110028,,
,,,,,,中央政府機關員額管理辦法,S0110040,,
,,,,,,中央政府機關總員額法,S0110038,,
,,,,,,行政院暨所屬機關約僱人員僱用辦法,S0110014,,
,,,,,,涉及國家安全或重大利益公務人員特殊查核辦法,S0020047,,
,,,,培訓考用目,4025004,,,,
,,,,,,公務人員週休二日實施辦法,A0030127,,
,,,,,,天然災害停止上班及上課作業辦法,S0110022,,
,,,,,,行政院及各級行政機關學校公務人員獎懲案件處理辦法,S0060004,,
,,,,,,行政院及所屬各機關聘僱人員給假辦法,A0030128,,
,,,,,,行政院及所屬機關學校公務人員訓練進修實施辦法,S0110031,,
,,,,,,政府機關機構全民國防教育實施辦法,S0050007,,
,,,,,,獎章條例,S0110017,,
,,,,,,獎章條例施行細則,S0110018,,
,,,,,,勳章遺失補發辦法,A0030009,,
,,,,給與福利目,4025005,,,,
,,,,,,中央文職公教人員生活必需品配給辦法,S0110013,,
,,,,,,立法委員監察委員歲費公費支給暫行條例,S0030010,,
,,,,,,行政院及所屬各級機關精簡人員優惠退離辦法,S0110039,,
,,,,,,退休（伍）軍公教人員年終慰問金發給辦法,S0030016,,
,,,,,,國家元勛發給特卹金標準,A0030010,,
,,,,,,總統副總統及特任人員月俸公費支給暫行條例,S0030009,,
,,,,,,總統副總統待遇支給條例,A0030227,,
,,中央銀行,,,,,,,
,,,,總綱目,4026001,,,,
,,,,,,中央銀行法,G0410001,,
,,,,組織目,4026002,,,,
,,,,,,中央印製廠組織規程,G0420005,,
,,,,,,中央造幣廠組織規程,G0420006,,
,,,,,,中央銀行人事管理準則,G0420007,,
,,,,,,中央銀行公務人員交代條例施行細則,G0300060,,
,,,,,,中央銀行理事會會議規則,G0420001,,
,,,,,,中央銀行處務規程,G0300050,,
,,,,,,中央銀行監事會會議規則,G0420002,,
,,,,業務目,4026003,,,,
,,,,,,中央銀行對銀行辦理證券金融公司或證券商資金融通管理辦法,G0430007,,
,,,,,,金融機構存款及其他各種負債準備金調整及查核辦法,G0430002,,
,,,,,,非銀行發行機構發行電子票證預收款項準備金繳存及查核辦法,G0430009,,
,,,,,,信用合作社資金轉存及融通辦法,G0430001,,
,,,,,,票據交換及銀行間劃撥結算業務管理辦法,G0430003,,
,,,,,,票據交換所個人資料檔案安全維護計畫標準辦法,G0430010,,
,,,,發行目,4026004,,,,
,,,,,,中央銀行委託臺灣銀行經理新臺幣發行附隨業務辦法,G0440002,,
,,,,,,中央銀行發行新臺幣辦法,G0440001,,
,,,,,,污損破損不適流通之紙幣及硬幣收兌標準,G0440005,,
,,,,,,妨害國幣懲治條例,C0000003,,
,,,,,,金銀幣及紀念性券幣發行辦法,G0440008,,
,,,,,,金融機構處理偽造變造仿造新臺幣券幣辦法,G0440009,,
,,,,外匯目,4026005,,,,
,,,,,,人民幣在臺灣地區管理及清算辦法,G0450014,,
,,,,,,外匯收支或交易申報辦法,G0450009,,
,,,,,,外匯經紀商管理辦法,G0450010,,
,,,,,,外匯管制辦法,G0450008,,
,,,,,,外幣收兌處設置及管理辦法,G0450002,,
,,,,,,保險業辦理外匯業務管理辦法,G0450013,,
,,,,,,指定銀行辦理外幣保證金交易代客操作業務管理辦法,G0450012,,
,,,,,,偽造變造外國幣券處理辦法,G0450003,,
,,,,,,銀行業辦理外匯業務管理辦法,G0450011,,
,,,,,,證券業辦理外匯業務管理辦法,G0450015,,
,,國立故宮博物院,,,,,,,
,,,,組織目,04027001,,,,
,,,,,,國立故宮博物院公務人員交代條例施行細則,H0190011,,
,,,,,,國立故宮博物院組織法,H0190006,,
,,,,,,國立故宮博物院處務規程,H0190008,,
,,,,故宮博物目,04027002,,,,
,,,,,,故宮文物藝術發展基金收支保管及運用辦法,H0190003,,
,,,,,,國立故宮博物院參觀收費標準,H0190007,,
,,,,,,國立故宮博物院接待特別觀賞研究提取庫藏古文物及藝術品辦法,H0190005,,
,,,,,,國立故宮博物院場地設備規費收費標準,H0190010,,
,,,,,,國立故宮博物院資料閱覽抄錄複製收費標準,H0190009,,
,,,,,,國立故宮博物院藏品圖像授權及出版授權利用辦法,H0190012,,
,,,,,,國立故宮博物院藏品徵集辦法,H0190002,,
,,中央選舉委員會,,,,,,,
,,,,組織目,4028001,,,,
,,,,,,中央選舉委員會及所屬各機關公務人員交代條例施行細則,D0110025,,
,,,,,,中央選舉委員會組織法,D0000153,,
,,,,,,中央選舉委員會處務規程,D0110023,,
,,,,,,宜蘭縣選舉委員會辦事細則,D0010082,,
,,,,,,直轄市縣市選舉委員會組織準則,D0000157,,
,,,,,,花蓮縣選舉委員會辦事細則,D0010083,,
,,,,,,金門縣選舉委員會辦事細則,D0010084,,
,,,,,,南投縣選舉委員會辦事細則,D0010085,,
,,,,,,屏東縣選舉委員會辦事細則,D0010086,,
,,,,,,苗栗縣選舉委員會辦事細則,D0010087,,
,,,,,,桃園市選舉委員會辦事細則,D0110026,,
,,,,,,桃園縣選舉委員會辦事細則,D0010088,,
,,,,,,高雄市選舉委員會辦事細則,D0010089,,
,,,,,,基隆市選舉委員會辦事細則,D0010090,,
,,,,,,連江縣選舉委員會辦事細則,D0010091,,
,,,,,,雲林縣選舉委員會辦事細則,D0010092,,
,,,,,,新北市選舉委員會辦事細則,D0010093,,
,,,,,,新竹市選舉委員會辦事細則,D0010094,,
,,,,,,新竹縣選舉委員會辦事細則,D0010095,,
,,,,,,嘉義市選舉委員會辦事細則,D0010096,,
,,,,,,嘉義縣選舉委員會辦事細則,D0010097,,
,,,,,,彰化縣選舉委員會辦事細則,D0010098,,
,,,,,,臺中市選舉委員會辦事細則,D0010099,,
,,,,,,臺北市選舉委員會辦事細則,D0010100,,
,,,,,,臺東縣選舉委員會辦事細則,D0010101,,
,,,,,,臺南市選舉委員會辦事細則,D0010102,,
,,,,,,澎湖縣選舉委員會辦事細則,D0010103,,
,,,,選舉行政目,4028002,,,,
,,,,,,中央選舉委員會及所屬選舉委員會提供政府資訊收費標準,D0110020,,
,,,,,,中央選舉委員會選舉專業獎章頒給辦法,D0110024,,
,,,,,,公職人員罷免辦事處及辦事人員之設置及徵求連署辦法,D0110004,,
,,,,,,公職人員選舉公辦政見發表會實施辦法,D0020037,,
,,,,,,全國不分區及僑居國外國民立法委員選舉政黨使用電視從事競選宣傳辦法,D0110011,,
,,,,,,各級選舉委員會執行監察職務準則,D0110002,,
,,,,,,在國外之中華民國自由地區人民申請返國行使總統副總統選舉權登記查核辦法,D0110013,,
,,,,,,投票所開票所監察員推薦及服務規則,D0110003,,
,,,,,,防範選舉人重複投票或冒領選舉票辦法,D0110021,,
,,,,,,個人或團體辦理總統副總統選舉候選人電視辯論會申請經費補助辦法,D0110015,,
,,,,,,選舉投票日前或投開票當日發生天災或其他不可抗力情事處理辦法,D0110022,,
,,,,,,總統副總統選舉候選人電視政見發表會實施辦法,D0110012,,
,,,,,,總統副總統選舉連署及查核辦法,D0110014,,
,,,,公投行政目,4028003,,,,
,,,,,,全國性公民投票意見發表會或辯論會實施辦法,D0110016,,
,,,,,,全國性公民投票經費募集許可及管理辦法,D0110017,,
,,公平交易委員會,,,,,,,
,,,,組織目,4029001,,,,
,,,,,,公平交易委員會公務人員交代條例施行細則,J0150016,,
,,,,,,公平交易委員會組織法,J0150011,,
,,,,,,公平交易委員會處務規程,J0150013,,
